inventory_id,product_id,warehouse_id,stock,reorder_level,last_restock_date
371,PROD04676,WH036,96.0,61,2025-05-24
372,PROD06654,WH049,77.0,27,2024-07-11
373,PROD13986,WH015,460.0,63,2022-06-22
374,PROD13623,WH036,88.0,25,2023-05-23
375,PROD16541,WH038,268.0,86,2025-06-02
376,PROD00532,WH016,190.0,56,2024-03-04
377,PROD19959,WH008,173.0,96,2022-04-18
378,PROD11968,WH020,168.0,32,2025-02-16
379,PROD13796,WH048,129.0,97,2022-11-04
380,PROD10630,WH050,298.0,38,2023-12-18
381,PROD16167,WH036,357.0,70,2022-09-22
382,PROD05302,WH023,480.0,30,2023-09-27
383,PROD03554,WH010,329.0,62,2022-09-19
384,PROD14853,WH050,330.0,74,2024-11-07
385,PROD18784,WH006,185.0,59,2023-01-05
386,PROD06708,WH046,485.0,82,2023-01-29
387,PROD04845,WH044,79.0,29,2023-08-29
388,PROD03296,WH049,394.0,89,2024-12-14
389,PROD11918,WH024,172.0,99,2022-09-26
390,PROD19171,WH010,78.0,40,2023-01-06
391,PROD16811,WH019,224.0,25,2024-04-21
392,PROD18881,WH045,368.0,50,2024-06-28
393,PROD18943,WH048,385.0,77,2023-04-25
394,PROD17045,WH018,158.0,80,2023-02-02
395,PROD13558,WH045,484.0,93,2024-06-21
396,PROD01903,WH008,144.0,68,2024-10-26
397,PROD03808,WH025,494.0,40,2023-02-13
398,PROD02050,WH044,446.0,52,2022-04-17
399,PROD14574,WH016,283.0,33,2025-12-27
400,PROD08200,WH039,63.0,56,2022-06-21
401,PROD09625,WH005,230.0,85,2022-10-29
402,PROD12756,WH050,484.0,48,2024-07-12
403,PROD00835,WH006,212.0,26,2024-03-22
404,PROD03701,WH016,120.0,69,2022-06-17
405,PROD06907,WH009,14.0,60,2022-07-22
406,PROD00666,WH043,74.0,37,2022-03-20
407,PROD09989,WH040,241.0,37,2025-12-15
408,PROD06929,WH038,315.0,20,2022-06-12
409,PROD06537,WH007,110.0,39,2025-01-28
410,PROD16217,WH037,216.0,34,2023-08-14
411,PROD12383,WH028,62.0,26,2023-05-04
412,PROD08618,WH040,406.0,99,2024-07-25
413,PROD00170,WH027,428.0,83,2025-05-07
414,PROD09529,WH006,323.0,85,2025-03-23
415,PROD08830,WH023,73.0,57,2024-05-29
416,PROD08342,WH014,180.0,50,2025-03-14
417,PROD05824,WH004,340.0,30,2024-12-08
418,PROD02740,WH020,488.0,87,2025-01-19
419,PROD05286,WH043,259.0,90,2022-02-11
420,PROD17902,WH012,22.0,69,2024-02-04
421,PROD04757,WH018,8.0,65,2022-05-19
422,PROD05115,WH018,375.0,100,2022-08-01
423,PROD15115,WH018,387.0,62,2022-10-01
424,PROD02458,WH046,279.0,63,2025-08-09
425,PROD16170,WH040,,79,2025-11-25
426,PROD08616,WH040,93.0,37,2022-05-10
427,PROD02364,WH033,150.0,45,2022-03-31
428,PROD13710,WH033,161.0,59,2024-11-21
429,PROD04380,WH029,278.0,80,2023-06-03
430,PROD07151,WH021,331.0,44,2023-08-09
431,PROD09981,WH008,24.0,62,2023-07-14
432,PROD11538,WH015,188.0,75,2024-03-30
433,PROD03139,WH010,173.0,43,2024-10-13
434,PROD15021,WH016,473.0,86,2032-05-01
435,PROD02761,WH019,217.0,30,2024-05-31
436,PROD00302,WH029,92.0,89,2023-08-25
437,PROD04948,WH042,40.0,61,2025-09-15
438,PROD05665,WH028,228.0,97,2024-05-22
439,PROD11565,WH011,227.0,64,2024-07-04
440,PROD13310,WH019,445.0,65,2025-06-13
441,PROD09212,WH005,327.0,27,2022-06-03
442,PROD01642,WH016,262.0,40,2022-03-05
443,PROD08189,WH039,311.0,76,2022-03-13
444,PROD19232,WH020,120.0,66,2024-01-12
445,PROD14778,WH002,16.0,97,2022-11-11
446,PROD07372,WH016,190.0,76,2022-06-07
447,PROD00546,WH044,271.0,66,2024-03-26
448,PROD17395,WH036,142.0,51,2022-08-21
449,PROD07223,WH018,95.0,83,2024-11-26
450,PROD14478,WH041,60.0,53,2023-06-18
451,PROD11022,WH035,313.0,56,2025-11-22
452,PROD05163,WH034,62.0,37,2022-06-01
453,PROD02254,WH004,460.0,76,2022-06-29
454,PROD01822,WH024,177.0,28,2025-01-31
455,PROD12836,WH048,456.0,58,2032-05-01
456,PROD15626,WH043,185.0,85,2023-04-05
457,PROD08188,WH034,405.0,37,2023-04-30
458,PROD07610,WH006,184.0,90,2025-03-18
459,PROD19152,WH026,411.0,90,2022-09-23
460,PROD03740,WH020,158.0,70,2024-09-07
461,PROD12983,WH025,393.0,72,2025-03-23
462,PROD09376,WH044,497.0,60,2025-08-08
463,PROD07431,WH038,238.0,86,2023-12-07
464,PROD01122,WH040,399.0,90,2025-08-03
465,PROD08259,WH004,393.0,36,2024-06-05
466,PROD14666,WH014,425.0,35,2024-11-27
467,PROD16782,WH028,84.0,40,2023-10-23
468,PROD12240,WH046,485.0,86,2023-08-05
469,PROD06007,WH007,100.0,90,2023-07-17
470,PROD06165,WH040,155.0,98,2024-12-28
471,PROD13084,WH049,-10.0,41,2025-04-27
472,PROD10396,WH013,87.0,99,2025-05-24
473,PROD11657,WH040,473.0,92,2022-03-26
474,PROD13152,WH050,23.0,93,2023-06-27
475,PROD00021,WH008,292.0,73,2025-06-19
476,PROD05351,WH001,455.0,100,2025-01-22
477,PROD01655,WH036,489.0,58,2024-09-16
478,PROD18767,WH015,413.0,71,2023-09-02
479,PROD13668,WH020,352.0,27,2022-11-20
480,PROD08532,WH025,247.0,79,2023-02-22
481,PROD06968,WH003,73.0,60,2023-10-16
482,PROD07421,WH017,66.0,67,2024-11-20
483,PROD06117,WH042,163.0,50,2024-08-13
484,PROD03616,WH005,230.0,51,2022-10-16
485,PROD12631,WH014,148.0,69,2025-06-14
486,PROD13277,WH018,492.0,40,2023-11-02
487,PROD17686,WH019,160.0,44,2022-11-23
488,PROD05456,WH049,239.0,83,2023-09-24
489,PROD15982,WH006,46.0,70,2024-11-01
490,PROD03399,WH018,110.0,94,2023-12-24
491,PROD06849,WH014,144.0,83,2025-05-08
492,PROD06846,WH048,274.0,21,2022-08-09
493,PROD02069,WH044,451.0,53,2024-01-20
494,PROD08120,WH016,23.0,71,2022-04-15
495,PROD16107,WH041,99.0,66,2025-02-07
496,PROD05206,WH020,197.0,84,2024-07-11
497,PROD16053,WH005,422.0,99,2025-10-25
498,PROD04427,WH027,65.0,32,2024-03-17
499,PROD15717,WH043,173.0,91,2024-01-19
500,PROD06650,WH034,308.0,85,2024-04-02
501,PROD01893,WH033,23.0,24,2022-10-08
502,PROD09322,WH015,242.0,86,2024-07-24
503,PROD14066,WH003,457.0,85,2022-10-14
504,PROD07063,WH014,163.0,40,2024-03-15
505,PROD18491,WH022,172.0,84,2024-11-09
506,PROD04988,WH001,362.0,92,2023-09-06
507,PROD16977,WH029,8.0,67,2023-11-10
508,PROD02282,WH025,298.0,59,2025-11-10
509,PROD08823,WH003,242.0,53,2025-09-04
510,PROD04842,WH002,116.0,26,2025-04-10
511,PROD13483,WH031,268.0,100,2025-06-23
512,PROD08541,WH013,420.0,51,2022-03-06
513,PROD14900,WH011,56.0,44,2022-02-08
514,PROD12432,WH047,214.0,39,2024-04-25
515,PROD02756,WH025,256.0,98,2024-08-23
516,PROD00328,WH023,70.0,86,2023-03-01
517,PROD02290,WH047,339.0,81,2024-12-12
518,PROD07533,WH047,489.0,42,2024-07-30
519,PROD16301,WH046,279.0,65,2025-10-16
520,PROD15013,WH014,247.0,44,2023-05-20
521,PROD11907,WH041,152.0,48,2023-09-02
522,PROD00685,WH023,106.0,82,2023-10-12
523,PROD04513,WH046,286.0,55,2023-08-13
524,PROD19717,WH002,346.0,89,2024-02-17
525,PROD08946,WH029,176.0,38,2023-08-18
526,PROD12899,WH048,489.0,30,2023-12-11
527,PROD00905,WH036,131.0,81,2023-03-15
528,PROD03647,WH029,275.0,54,2025-02-25
529,PROD19114,WH044,55.0,98,2032-05-01
530,PROD03915,WH018,25.0,87,2023-04-08
531,PROD17624,WH014,51.0,72,2023-11-08
532,PROD00585,WH042,348.0,37,2022-01-11
533,PROD05694,WH031,208.0,80,2024-09-04
534,PROD00733,WH021,493.0,56,2023-10-20
535,PROD14686,WH036,30.0,31,2025-08-28
536,PROD07565,WH009,5000.0,24,2022-12-25
537,PROD02602,WH040,90.0,24,2024-03-24
538,PROD08491,WH004,479.0,57,2022-03-18
539,PROD03948,WH028,290.0,97,2022-08-08
540,PROD05264,WH048,232.0,89,2024-12-09
541,PROD19435,WH044,435.0,84,2024-08-16
542,PROD13818,WH034,414.0,34,2023-11-09
543,PROD18924,WH019,234.0,52,2023-01-17
544,PROD11661,WH018,172.0,57,2025-03-08
545,PROD19423,WH004,312.0,71,2024-05-25
546,PROD07619,WH047,44.0,71,2025-10-02
547,PROD09854,WH004,71.0,81,2023-10-25
548,PROD07113,WH032,133.0,69,2023-04-28
549,PROD11612,WH021,136.0,62,2023-09-11
550,PROD19626,WH019,293.0,21,2023-06-20
551,PROD01439,WH011,120.0,27,2025-09-29
552,PROD19630,WH026,157.0,40,2024-04-10
553,PROD19508,WH023,394.0,59,2025-11-14
554,PROD05372,WH040,469.0,57,2024-01-23
555,PROD04534,WH009,490.0,37,2024-09-06
556,PROD00534,WH026,382.0,97,2024-02-05
557,PROD01862,WH011,281.0,80,2025-01-05
